case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,txn_id,n_txns,exposure_usd,connected_card_ids_str,actions_taken,report_filed,analyst_notes
CC-3489,C11000,C11000-K2,2016-09-15 00:54:25,2016-09-16 15:54:25,confirmed_fraud,card_not_present_fraud,3264406.0,3264406,3,302.59,,CREATE_CASE|BLOCK_CARD,No,Case CC-3489: cardholder C11000 reported unrecognized activity on card C11000-K2. 3 transaction(s) between 2016-09-13 and 2016-09-14 totaling $302.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3489,C11000,C11000-K2,2016-09-15 00:54:25,2016-09-16 15:54:25,confirmed_fraud,card_not_present_fraud,3264406.0,3265371,3,302.59,,CREATE_CASE|BLOCK_CARD,No,Case CC-3489: cardholder C11000 reported unrecognized activity on card C11000-K2. 3 transaction(s) between 2016-09-13 and 2016-09-14 totaling $302.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3489,C11000,C11000-K2,2016-09-15 00:54:25,2016-09-16 15:54:25,confirmed_fraud,card_not_present_fraud,3264406.0,3266460,3,302.59,,CREATE_CASE|BLOCK_CARD,No,Case CC-3489: cardholder C11000 reported unrecognized activity on card C11000-K2. 3 transaction(s) between 2016-09-13 and 2016-09-14 totaling $302.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3490,C12984,C12984-K2,2016-09-15 01:09:47,2016-09-18 17:09:47,confirmed_fraud,account_takeover,3266655.0,3266655,3,2160.85,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3490: cardholder C12984 reported unrecognized activity on card C12984-K2. 3 transaction(s) between 2016-09-14 and 2016-09-14 totaling $2,160.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-3490,C12984,C12984-K2,2016-09-15 01:09:47,2016-09-18 17:09:47,confirmed_fraud,account_takeover,3266655.0,3266665,3,2160.85,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3490: cardholder C12984 reported unrecognized activity on card C12984-K2. 3 transaction(s) between 2016-09-14 and 2016-09-14 totaling $2,160.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-3490,C12984,C12984-K2,2016-09-15 01:09:47,2016-09-18 17:09:47,confirmed_fraud,account_takeover,3266655.0,3266696,3,2160.85,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3490: cardholder C12984 reported unrecognized activity on card C12984-K2. 3 transaction(s) between 2016-09-14 and 2016-09-14 totaling $2,160.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3214820,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3216948,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3220299,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3221822,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3222780,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3224562,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3224595,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3224744,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3225422,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3225676,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3227098,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3227120,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3227129,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3228463,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3232345,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3232845,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3234219,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3234352,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3237108,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3237199,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3237616,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3237634,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3237685,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3242723,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3243754,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3245294,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3247593,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3250640,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3251153,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3251158,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3252310,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3252336,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3253510,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255378,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255422,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255452,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255453,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255458,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255465,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255494,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3255608,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3258564,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3258871,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3259821,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3262703,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3491,C07562,C07562-K2,2016-09-15 01:31:52,2016-09-16 23:31:52,confirmed_fraud,card_not_present_new_device,3214820.0,3262742,51,2327.32,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
